squad_id,cliente,account,arr,auditado,auditado_flag,churn_realizado,cidade,coordenador,criterio_mql,criterio_sql,csat_atendimento,csat_campanhas,csat_copy,csat_design,csat_prazo,csat_resultados,customer_care_status,data_atualizacao,data_inicio_contrato,data_vencimento_contrato,deadline_plano,drive_cliente,entregas_prazo,entregas_qualidade,fee,flag_calculada,flag_media,google_media_plan,gt,health_medio,justificativa_atrasos,justificativa_mql,justificativa_qualidade,justificativa_relacionamento,justificativa_resultado,kr1,kr2,kr3,last_csat_matriz,link_cac_mapeado,link_contrato,link_ekyte,link_growthpack,link_loop,link_pic,link_replanejamento,lt,meta_media_plan,meta_mql,mhs,modalidade_vendas,nota_atrasos,nota_mql,nota_qualidade,nota_relacionamento,nota_resultado,nps,objetivo_smart,pacing_kr1,pacing_kr2,pacing_kr3,plano_acao,pontuacao_ponderada,realizado_kr1,realizado_kr2,realizado_kr3,relacionamento,replanejamentos_q3,resultados,resumo_historico,saldo_conta_google,saldo_conta_meta,segment,start_plano,step,tem_loop_aberto,tier,total_media_plan
monsters-sa,LEAO XIII MOTOS,Bruno Assis,21600000.0,,,Não,,Willian Garghetti,Informa que possui um CPF sem restrição para solicitação de financiamento ou possui o valor do veículo e está no Maranhão e/ou Região,Ficha aprovada no banco,5.0,4.0,4.0,4.0,3.0,3.0,Saudável,2026-08-07,2026-06-17,2027-06-17,2026-07-31,,FALSE,TRUE,8516.58,🔴 DANGER,🟡 AMARELO,,Samir Castro,16.0,"Atrasos/risco operacional relevantes: CRM segue desorganizado, SLA de 15 minutos ainda precisa virar regra operacional, LP de consórcio/campanha/criativos dependem de finalização e o Ekyte mostra projetos de Loop/Inside Sales com tarefas abertas ligadas a LP, criativos, auditoria e OKRs.","Demanda forte: julho ultrapassou a meta de leads, com 10.194 leads registrados, CPL reduzido e volume suficiente para sustentar a meta comercial; o gargalo principal está menos na geração e mais na resposta, qualificação, CRM e conversão em venda.","Qualidade em evolução: a reunião trouxe auditoria de concorrência, pilares claros de treinamento, revisão de CAC, metas de SLA, campanha de agosto/Dia dos Pais e ajustes de abordagem comercial; ainda há falhas de CRM, cadência, cultura de vendas e rastreio do atendimento.","Relacionamento colaborativo e direto: Taiwan, Fran/Ícaro e equipe aceitaram a leitura dos gargalos, treinamento, mudança cultural e criação de incentivos; há tensão operacional com vendedores, mas o alinhamento com a V4 foi construtivo.","Resultado positivo, mas abaixo da ambição: o mês fechou com 92 vendas, investimento de R$46 mil, ROAS citado de 32,45 e leads acima da meta; ainda assim houve queda frente a junho e a meta nova é 120 vendas, dependendo de SLA, CRM e conversão comercial.",10.000,90%,"5,5",,,https://app.pipefy.com/open-cards/1383121490,https://app.ekyte.com/#/projects/317783/edit,Grupo Leão VIII - [Growth Pack - V26],Gestão de Alerta (Loop) - Leão XIII,,,1,,FALSE,Indiferente,,2.0,4.0,3.0,3.0,3.0,7.0,Atingir 120 vendas mensais,"106,32%","11111,11%","135,09%",,79.0,10632,100,"7,43",TRUE,,8,"3 avaliações válidas (31/07/2026 registro anterior; 29/07/2026; 05/08/2026). Notas M/A/Q/Rel/Res: 2/1/2/2/2 -> 4/2/2/3/3 -> 4/2/3/3/3. Demanda segue forte e qualidade melhora com auditoria, SLA e treinamento; atrasos/CRM/cultura comercial ainda travam a conversão até 120 vendas. Tendência: melhorando com atenção operacional | 🟡 AMARELO histórico em recuperação | confiança média.",,,,2026-07-27,V1,Sim,,2000.0
monsters-sa,CF MOTOS,,,,,,,,,,,,,,,,,2026-07-17,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,1519,,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,2000.0
monsters-sa,CÃOSELHEIRO,Bruno Assis,6000000.0,,,Sim,,Willian Garghetti,E-commerce,E-commerce,5.0,4.0,5.0,5.0,4.0,1.0,Antecipação,2026-07-24,2026-02-09,2026-08-09,,,TRUE,TRUE,6052.0,⚫ CRITICAL,,,Samir Castro,13.0,,,,,,17.500,1225,350,2026-07-03,,https://app.pipefy.com/open-cards/1291051043,,Cãoselheiro - [Growth Pack - V26],,,,6,,FALSE,Pouco Desapontado,E-commerce,,,,,,7.0,Atingir R$ 45.500 de faturmaneto mensal,"25,78%","4,57%","2,86%",,,4511,56,10,TRUE,,0,,,,Pet,,V1,Não,MEDIUM,2000.0
monsters-sa,FORNERIA,Bruno Assis,5280000.0,,,Não,,Willian Garghetti,E-commerce,E-commerce,,,,,,,Antecipação,2026-08-07,2026-02-23,2026-08-17,2026-07-31,,TRUE,TRUE,5544.06,🔴 DANGER,,,Samir Castro,17.0,,,,,,5.850,585,194,,,https://app.pipefy.com/open-cards/1296855879,https://app.ekyte.com/#/projects/317789/edit,Forneria Presidente - [Growth Pack - V26],,,,5,,FALSE,,E-commerce,,,,,,,Atingir R$ 34.000 de faturamento mensal,"18,96%","9,40%","10,31%",,,1109,55,20,TRUE,,4,,,,Alimentício,2026-07-27,V1,Fazer,MEDIUM,3600.0
monsters-sa,RIO PET DA GÁVEA,Bruno Assis,720000.0,,,Não,,Willian Garghetti,"Região em que reside?
→ Gávea, Leblon, Ipanema
→ Lagoa ou J. Botânico
→ Outros bairros

Como é a relação do seu pet com outros cães?
→ Amigável
→ Tímido
→ Não convive em grupo

Para quando você planeja iniciar a rotina do seu pet?
→ Esta semana
→ Próximos 30 dias
→ Apenas pesquisando",Solicitou Proposta,5.0,5.0,5.0,5.0,5.0,5.0,Saudável,2026-08-07,2025-11-14,,,,TRUE,TRUE,5281.61,🟢 SAFE,🟢 VERDE,,Samir Castro,30.0,"Atrasos/risco operacional moderado: ainda há pendências de vinheta, ajustes de LP, slider/fotos, campanha de banho e tosa, briefing de fisioterapia, calendário editorial, CRM/Kommo e cotações de mídia; no Ekyte, o projeto 249148 tem tarefas recentes em aberto ligadas a blog, plano de mídia, Kommo e LP.","Demanda forte e qualificada: Google e Meta seguem gerando vendas, houve consolidação de campanhas de banho e tosa, Day Care, fisioterapia e blog, e a alocação 80% Google/20% Meta foi definida com base em intenção de compra e melhor CPA.","Qualidade em evolução: a reunião trouxe decisões claras sobre texto da oferta, serviços na LP, divisão de verba por canal, CAC, estudo de caso, blog e novas frentes de mídia; ainda depende de execução visual e atualização contínua de CRM.","Relacionamento saudável e colaborativo: Rosana, Vanessa, Bruno e Samir validaram ajustes, aprovaram encaminhamentos e aceitaram a construção do caso de sucesso; não houve conflito relevante, apenas alinhamentos operacionais.","Resultado forte: julho consolidou R$72.150 em faturamento, 51% da meta trimestral de R$141 mil, CAC de R$150 abaixo da meta de R$180, ROAS 5 no Google e ROAS 2,49 no Meta; a leitura sustenta avanço real, mesmo com próximos passos de expansão.",3.600,200,40,,,https://app.pipefy.com/open-cards/1255776103,,RIOPET - [Growth Pack - V26],,,,8,,TRUE,Muito Desapontado,Inside Sales,2.0,4.0,3.0,3.0,4.0,10.0,Atingir R$ 144 mil (digital) de faturamento no Q3,"17,28%","37,00%","225,00%",,84.0,"622,00",74,90,TRUE,,10,"3 avaliações válidas (registro anterior em AP; 29/07/2026; 05/08/2026). Notas M/A/Q/Rel/Res: 2/1/2/3/2 -> 3/2/2/3/3 -> 4/2/3/3/4. Demanda e resultado aceleram com ROAS, CAC e 51% da meta trimestral; atrasos e qualidade ainda pedem execução em LP, CRM, blog e mídia. Tendência: melhorando | 🟡 AMARELO histórico em recuperação | confiança média.",,,Pet,,V2,Não,TINY,3600.0
monsters-sa,PERFOMANCELAB,Bruno Assis,,,,Sim,,Willian Garghetti,"Qual tipo de serviço sua empresa presta?
→ Segurança Patrimonial / Vigilância
→ Portaria / Controle de Acesso
→ Limpeza / Facilities
→ Segurança Eletrônica
→ Outro

Qual a o seu cargo atual?
→ Dono / Sócio / Diretor
→ Gerente / Coordenador Operacional
→ Supervisor
→ DP / RH
→ Outro cargo

Quantos colaboradores sua empresa possui aproximadamente?
→ Abaixo de 50
→ 50 - 250
→ 251 - 500
→ 501 - 1000
→ 1001 - 5000
→ + 5000",Propostas enviadas,,,,,,,Aviso Prévio,2026-05-19,2026-01-01,2026-07-05,,,TRUE,TRUE,4703.0,🔴 DANGER,,,Samir Castro,19.0,,,,,,60,3362,1%,,,https://app.pipefy.com/open-cards/1261813527,,Performancelab - [Growth Pack - V26],,,,7,,FALSE,,SaaS,,,,,,,Atingir 14 MQLs por mês até 30 de julho,"28,33%","32,72%","60,00%",,,17,1100,"0,60%",TRUE,,6,,,,Tecnologia / SaaS,,V2,Fazer,,7000.0
monsters-sa,EMPORIUM DAS ALIANÇAS,Bruno Assis,1200000.0,,,Não,,Willian Garghetti,E-commerce,E-commerce,,,,,,,Saudável,2026-08-07,2025-09-10,,,,TRUE,TRUE,4000.0,🟢 SAFE,🟢 VERDE,,Samir Castro,30.0,"Ekyte validou workspace 114957 e projeto ativo sem tarefas planejadas vencidas; há muitas ações novas no plano, mas com responsáveis claros e próximos passos definidos.","Demanda forte e qualificada: trimestre com faturamento crescente, Meta Ads/remarketing gerando 328 conversas, 101 vendas e julho já em R$ 146 mil frente à meta de R$ 150 mil.","Qualidade bem estruturada: análise por canal, CRM, funil, criativos, retenção, recompra, segmentação por praça e proposta de e-mail marketing; ainda falta mapear vendas diretas do site.","Relacionamento positivo: Leandro participou, validou mudanças de criativo, pediu proposta de e-mail marketing e assumiu ações de conversão/report de faturamento.","Resultado forte: abril a junho cresceram de R$ 114 mil para R$ 132 mil, julho já chegou a R$ 146 mil e faltavam apenas duas vendas para bater R$ 150 mil no mês.",70,1000,2%,,,https://app.pipefy.com/open-cards/1211293988,,Emporium - [Growth Pack - V26],,,,11,,TRUE,,E-commerce,3.0,4.0,3.0,3.0,4.0,,Atingir R$ 150 mil  mensal via canal digital,"62,86%","37,10%","106,00%",,90.0,44,371,"2,12%",TRUE,,10,"2 avaliações válidas (31/07/2026, 30/07/2026). Notas M/A/Q/Rel/Res: 4/3/2/3/3 -> 4/3/3/3/4. Demanda e prazo seguem fortes; qualidade melhora com análise de funil, CRM e retenção, e resultado avança para meta de R$150 mil quase batida. Tendência: melhorando | 🟢 VERDE histórico (recuperação confirmada) | confiança média.",,,E-commerce,,V2,Não,SMALL,6000.0
monsters-sa,LIFE OPTION,Bruno Assis,,,,Sim,,Willian Garghetti,,,,,,,,,Aviso Prévio,2026-05-19,2025-06-25,2026-05-30,,,FALSE,FALSE,4500.0,⚫ CRITICAL,,,Samir Castro,0.0,,,,,,,,,,,https://app.pipefy.com/open-cards/1246926304,,Life Option - [Growth Pack - V26],,,,13,,FALSE,,E-commerce,,,,,,,,,,,,,,,,FALSE,,0,,,,E-commerce,,V1,Não,,4000.0
monsters-sa,BEITY,Bruno Assis,,,,Não,,Willian Garghetti,,,,,,,,,Saudável,2026-08-07,2025-07-01,,,,TRUE,TRUE,5018.61,⚫ CRITICAL,,,Samir Castro,14.0,,,,,,80,200,"8,5",,,https://app.pipefy.com/open-cards/1246339210,,Beity - [Growth Pack - V26],,,,13,,FALSE,,Inside Sales,,,,,,,Atingir 27 mil de faturamento mensal,"0,00%","42,50%","50,94%",,,0,85,"4,33",TRUE,,1,,,,Móveis,,V1,Não,,2300.0
monsters-sa,BELA ÓPTICA,Bruno Assis,,,,Não,,Willian Garghetti,Região em que reside / Lucas Verde e Região / Pediu foto de produto,,5.0,4.0,4.0,4.0,5.0,5.0,Saudável,2026-08-07,2024-11-05,,,,TRUE,TRUE,4600.39,🟡 CARE,🟢 VERDE,,Samir Castro,26.0,"Atrasos/risco operacional relevantes: ficaram pendentes migração de domínio, pagamentos de Meta/Google, ativação de campanhas Google, envio de gastos, treinamento de vendas, auditoria de vendas perdidas e ajustes de atribuição; no Ekyte, o projeto 295841 aparece sem tarefas ativas em aberto, mas é um projeto de transição.","Demanda forte e qualificada: a Promoday já reúne cerca de 430 pessoas no grupo, houve 128 cliques no link do grupo no disparo recente e o CRM está sendo mais alimentado; há ainda oportunidade de expandir com Google Ads e reengajamento para o Dia Mundial da Visão.","Qualidade boa, com dados ainda a corrigir: houve avanço em CRM, qualificação de leads, planejamento de Promoday, comunicação técnica e estratégia de campanhas; porém a diferença entre R$46.766 em vendas digitais e apenas R$5 mil rastreáveis no Meta mostra falha de atribuição e necessidade de auditoria.","Relacionamento colaborativo: Katia, Bruno, Samir e Deyvid alinharam decisões, responsabilidades e próximos passos com transparência; houve preocupação da cliente com a Promoday, mas sem conflito e com abertura para treinamento e ajustes de processo.","Resultado forte, mas com rastreio incompleto: o canal digital foi citado com R$46.766 em vendas totais e a meta de R$20 mil está próxima, restando cerca de R$5 mil; a perda potencial offline de quase R$100 mil e a atribuição fraca do Meta ainda limitam a leitura.",30,60,"41,66",,,,,Bela Óptica - [Growth Pack - V26],,,,21,,TRUE,Muito Desapontado,Inside Sales,2.0,4.0,3.0,3.0,4.0,9.0,Atingir 12.562 de faturamento mensal,"53,33%","71,67%","29,12%",,84.0,16,43,"12,13",TRUE,,6,"3 avaliações válidas (31/07/2026 registro anterior; 29/07/2026; 05/08/2026). Notas M/A/Q/Rel/Res: 4/2/2/3/2 -> 4/3/3/3/4 -> 4/2/3/3/4. Demanda e resultado seguem fortes, qualidade melhora com CRM/Promoday, mas atrasos, pagamentos, domínio e atribuição ainda pressionam. Tendência: melhorando com atenção operacional | 🟢 VERDE histórico com atenção | confiança média.",,,Óptica,,V1,Não,,2500.0
monsters-sa,DUE STUDIO PERSONAL,Bruno Assis,,,,Sim,,Willian Garghetti,,,,,,,,,Aviso Prévio,2026-05-19,2025-10-01,2026-07-08,,,FALSE,TRUE,2897.0,⚫ CRITICAL,,,Samir Castro,8.0,,,,,,,,,,,https://app.pipefy.com/open-cards/1246345675,,Due Personal - [Growth Pack - V26],,,,10,,FALSE,,Inside Sales,,,,,,,,,,,,,,,,TRUE,,0,,,,,,V1,Não,,4500.0
monsters-sa,ATACADÃO BOAVENTURA,Bruno Assis,,,,Não,,Willian Garghetti,,,,,,,,,Antecipação,2026-08-07,2025-11-13,,,,FALSE,FALSE,3197.0,⚫ CRITICAL,,,Samir Castro,3.0,,,,,,,,,,,https://app.pipefy.com/open-cards/1288360560,,Atacadão BoaVentura - [Growth Pack - V26],,,,9,,FALSE,,,,,,,,,,,,,,,,,,TRUE,,0,,,,,,V1,Não,,3000.0
monsters-sa,INSTITUTO CAPIXABA,Bruno Assis,,,,Não,,Willian Garghetti,Região em que reside (Espirito Santo),Agendamento,2.0,2.0,3.0,3.0,3.0,3.0,Antecipação,2026-08-07,2026-01-09,,2026-07-31,,TRUE,TRUE,3000.0,🔴 DANGER,🟡 AMARELO,,Samir Castro,18.0,"Ekyte localizou o workspace 127181 e o projeto Instituto Capixaba com 35 tarefas não planejadas e nenhuma tarefa planejada vencida; a ata ainda traz muitas pendências de LP, campanhas, CRM, pixel, conta de anúncios e automação.","Há volume relevante e evolução parcial: a ata cita 263 leads e a linha mostra 50% do KR1, 44% do KR2 e 37,8% do KR3, mas a Meta de MQL segue FALSE e existe gargalo de qualificação/conversão no CRM.","As campanhas e a landing page avançaram, mas há ajustes importantes: orçamento acima do planejado, necessidade de novos criativos, segmentação geográfica, tracking/pixel, uso estratégico do CRM e padronização de dados de tratamentos.","Sarha participou ativamente, trouxe insumos de municípios, conteúdo e conversão, validou ajustes de verba e CRM; a linha também marca Relacionamento TRUE, sem sinal de quebra de confiança na ata.","Há resultado parcial: a linha registra 7 resultados e a ata cita R$ 9.200 em junho, acima da meta de R$ 8 mil, mas no mês atual há 5 agendamentos sem registro de tratamento/faturamento e a conversão final ficou perto de 3%.",10,50,30,,,https://app.pipefy.com/open-cards/1279455316,https://app.ekyte.com/#/projects/317792/edit,Instituto Capixaba - [Growth Pack - V26],,,,7,,FALSE,Indiferente,Inside Sales,2.0,2.0,2.0,3.0,2.0,5.0,Atingir 8.000 de faturamento mensal,"20,00%","20,00%",#VALUE!,,59.0,2,10,8.93,TRUE,,5,,,,,2026-07-27,V1,Fazer,,3000.0
monsters-sa,PARISENTI,Marcos Cardozo,,,,Não,Erval D'Oeste /SC,Willian Garghetti,"Perguntas do MQL (Leads qualificados do Marketing) | Insumos/Nutrição 

Insumos: 
1. Qual Cidade de onde vem?
2. Quais produtos? 
3. Para quando você precisa? 

*Compra e Venda de Bovinos:* 

_Pergunta inicial para definir o fluxo:_ 

0. Você pretende comprar ou vender? 

*Compra de animais: (Parisenti Comprando)*
1. Qual Cidade de onde vem?
2. Qual o perfil do Animal
3. Quantidade
4. Enviar foto ou vídeo

*Venda de animais: (Parisenti vendendo)*
1. Qual Cidade de onde vem?
2. Qual o perfil do Animal
3. Quantidade",,5.0,4.0,4.0,4.0,4.0,3.0,Saudável,2026-08-06,2026-02-23,2026-08-27,,,TRUE,FALSE,6600.0,⚫ CRITICAL,🟡 AMARELO,1000.0,Raphael Sonntag,13.0,"Há risco operacional relevante, mas não crítico: fechamento mensal no dia 6 ainda precisa virar rotina, existem duplicidades no Como CRM, faltam margens por produto, dados completos de julho, validação técnica de catálogo e reunião para organizar a base.","Demanda moderada: insumos, especialmente farelo de soja, mostram frente ativa e Google/Meta seguem em ajuste, mas bovinos geram muitos leads especulativos e a leitura de MQL ainda depende de dados de julho completos e CRM limpo.","Qualidade em evolução: foram definidos raio de 100 km para bovinos, split temporário 70/30 para insumos, uso de SLA, rotina mensal de dados, foco em vídeos e priorização por margem; ainda faltam corrigir CRM, atribuição e volume do Google Ads.","Relacionamento colaborativo: Parisenti alinhou decisões, reconheceu valor do SLA, trouxe feedback sobre linguagem técnica e manteve abertura para discutir CRM, contrato, catálogo, NPS e próximos passos.","Resultado ainda pressionado: insumos têm sinais melhores, mas bovinos não geram vendas concretas como esperado; os dados de julho estão incompletos/duplicados e a leitura financeira depende de margens e consolidação mensal.",,,,,,https://app.pipefy.com/open-cards/1301415915,,Parisenti | GrowthPack,,,,5,1000.0,FALSE,Pouco Desapontado,Inside Sales,2.0,3.0,3.0,3.0,2.0,7.0,20 vendas ao Mês,,,,,69.0,,,,TRUE,,5,"2 avaliações válidas (30/07, 06/08). Notas M/A/Q/Rel/Res: 3/1/3/3/2 -> 3/2/3/3/2. Demanda e qualidade seguem moderadas; atraso saiu de crítico para risco operacional, com SLA, split 70/30, vídeos e rotina de dados, mas CRM duplicado, dados/margens pendentes e bovinos sem resultado comprovado mantêm atenção. Tendência: melhorando com atenção operacional | 🟡 AMARELO histórico em recuperação | confiança média.",,,Agronegócio,,V1,Não,,3000.0
monsters-sa,CAMPINAS SHOPPING DECORAÇÕES,Marcos Cardozo,3600000.0,,,Não,Campinas/SP,Willian Garghetti,"Qual é o tipo do movel ?
→Sofá e poltronas
→ Mesas e Cadeiras
→Artigos de dormitório
  
Até qual valor você está buscando mvestir no
seu novo móvel?
→ Acima de R$ 6.000,00 reais
→ Até R$ 4.000,00 reais
→ Menos de R$ 2.000,00 reais

Em quanto tempo pretende comprar?

→ Em até 30 dias
→ Em até 3 meses
→ Apenas pesquisando",,,,,,,,Tratativa,2026-07-29,2025-01-30,,2026-07-31,,TRUE,TRUE,5750.0,🟡 CARE,🔴 VERMELHO,3500.0,Raphael Sonntag,23.0,"Ekyte validado no workspace 89555/projeto 314191 com 2 tarefas planejadas ativas atrasadas; além disso, há urgência de transição, revisão contratual, reunião de alinhamento e atualização de vendas.","Há foco em leads qualificados de ticket alto e meta trimestral de R$900 mil, mas o volume/registro ainda é incerto; vendas atuais estimadas em R$218 mil precisam de revisão na planilha.","A estratégia ficou mais clara (autoridade, vídeos de conversão, curva A e 70/30 funil), mas persistem gaps de CRM, registro de origem das vendas e comunicação digital pouco assertiva.","Relacionamento crítico: a liderança confirmou encerramento da parceria e já fechou com nova agência; a reunião manteve tom profissional, mas sem abertura real de reversão no momento.","Resultado abaixo do necessário: há estimativa de R$218 mil e necessidade de apuração venda a venda, distante da meta trimestral de R$900 mil; foco final é maximizar conversão até o encerramento.","R$ 200,00",,,,,https://app.pipefy.com/open-cards/1069939616,https://app.ekyte.com/#/projects/314191/edit,CSM | GrowthPack V26 (Inside Sales),Gestão de Alerta (Loop) - CSM,,,18,3500.0,FALSE,,Inside Sales,1.0,2.0,2.0,1.0,2.0,,"R$ 300,00 mil de faturamento mensal",,,,,42.0,,0,0,TRUE,,10,,,,Móveis,2026-07-13,V2,Sim,SMALL,15000.0
monsters-sa,FAZENDA SAN FRANCISCO,Marcos Cardozo,6876000.0,,,Não,Miranda/MS,Willian Garghetti,,,,,,,,,Antecipação,2026-08-04,2026-05-13,2026-10-13,2026-07-31,,FALSE,TRUE,6309.51,🔴 DANGER,🟡 AMARELO,3500.0,Raphael Sonntag,18.0,"Ekyte validou workspace 134466/projeto 314720 sem tarefas planejadas vencidas, mas o projeto Q3 encerrou em 31/07 e ainda há 4 tarefas ativas; a ata também trouxe pendências de cupom teste, domínio, RD, Sofia, treinamento, dados Gestão Top e site.","Demanda mais estruturada: a reunião trouxe análise de público, Google Ads, CAC, segmentação comportamental/geográfica e reengajamento de leads; ainda faltam números consistentes de MQL/conversão e a padronização definitiva das origens de reservas.","Qualidade evoluiu: Gestão Top foi definido como fonte oficial, houve correção da leitura de ocupação, análise de CAC, público, jornada, site e campanhas; permanecem riscos de confiabilidade de dados e ajustes técnicos em rastreamento/CRM/IA.","Relacionamento saudável: equipe da fazenda contestou dados, explicou sistemas e limitações com abertura; V4 acolheu os ajustes, definiu treinamentos e manteve alinhamento colaborativo sobre metas, campanhas e operação.","Resultado em melhora, mas ainda não consolidado: apareceu ocupação próxima de 94% contra meta de 90%, plano para faturamento Q3 de R$4,78 mi e redução de CAC; porém há divergência de fontes e faltam dados fechados confiáveis para comprovar avanço financeiro.",,,,,,https://app.pipefy.com/open-cards/1349027981,https://app.ekyte.com/#/projects/315892/edit,Fazenda San Francisco | GrowthPack V26,Gestão de Alerta (Loop) - Fazenda San Francisco,,,3,3500.0,FALSE,,Inside Sales,2.0,3.0,3.0,3.0,3.0,,Manter a taxa de ocupação de 90%,,,,,74.0,,,,TRUE,,10,"2 avaliações válidas (21/07/2026; 04/08/2026). Notas M/A/Q/Rel/Res: 2/3/2/3/1 -> 3/2/3/3/3. Houve avanço em demanda, qualidade dos dados e leitura de resultado, mas atrasos/dependências técnicas aumentaram e a virada ainda depende de dados confiáveis. Tendência: melhorando | 🔴 VERMELHO histórico em recuperação inicial | confiança média.",,,Turismo e hospitalidade,2026-07-20,V1,Sim,MEDIUM,
monsters-sa,MADEIRA DE DEMOLIÇÃO,Marcos Cardozo,7200000.0,,,Não,Curitiba/PR,Willian Garghetti,,,,,,,,,Antecipação,2026-08-05,2026-01-23,2026-12-23,,,TRUE,TRUE,4250.0,🔴 DANGER,🟡 AMARELO,2500.0,Raphael Sonntag,16.0,"Atrasos/risco operacional moderado: a própria reunião reconhece atraso na organização da nova leva de campanhas, dependência de suporte para WhatsApp/Meta/Como e várias pendências de LP, criativos, dados de produto e números; Ekyte segue divergente, pois o ID 128734 aparece como Nobre Sul.","Demanda com sinais relevantes, mas ainda irregular: a ata cita 582 conversas na campanha principal, melhora na segmentação por DDD e testes de formulário para estofados; início de agosto teve queda de leads e ainda faltam SKU/margem/origem para direcionar campanhas com precisão.","Qualidade em evolução: houve decisões práticas sobre curva A, LP, Google Ads por categoria, campanhas de formulário, grupo VIP, Bairro Alto e fluxo de criativos; persistem falhas de CRM Como, WhatsApp, SKU/origem e leitura de conversões.","Relacionamento colaborativo e franco: ADM Curitiba, Adriana, Raphael e Marcos discutiram gargalos com transparência, validaram testes, dividiram responsabilidades e mantiveram alinhamento apesar da cobrança por maior velocidade.","Resultado com sinais positivos, ainda sem fechamento: há histórico recente de faturamento e a campanha principal gerou 582 conversas, mas a meta mensal de R$380 mil ainda depende da ativação das novas campanhas, correção de tracking/CRM e validação por canal.",,,,,,https://app.pipefy.com/open-cards/1286693394,,Madeira de Demolição | Growth Pack,,,,6,2500.0,FALSE,,Inside Sales,2.0,3.0,3.0,3.0,3.0,,"R$ 380,00 mil de faturamento mensal",,,,,74.0,,0,0,TRUE,,3,"3 avaliações válidas (24/07/2026; 29/07/2026; 05/08/2026). Notas M/A/Q/Rel/Res: 2/2/2/3/2 -> 3/2/2/3/3 -> 3/2/3/3/3. Demanda e resultado seguem melhores, e qualidade evolui com LP, curva A, formulários e canais; atrasos/Como/WhatsApp/SKU ainda pressionam execução. Tendência: melhorando com pontos de atenção | 🟡 AMARELO histórico | confiança média.",,,Móveis,,V2,Fazer,MEDIUM,5000.0
monsters-sa,MOTO CHEFE,Marcos Cardozo,5397442.0,,,Não,Caraguatatuba/SP,Willian Garghetti,,,4.0,4.0,5.0,4.0,3.0,3.0,Saudável,2026-08-05,2026-06-01,,,,FALSE,TRUE,5017.53,⚫ CRITICAL,🟡 AMARELO,,Raphael Sonntag,8.0,"Atrasos/risco operacional ainda relevantes: a implementação do Como CRM segue com ajustes de usuários, funis, fluxo de leads e acessos por unidade; no Ekyte, o projeto 317555 mantém tarefas ativas de briefing, acessos, pipelines, campos, automações e validações.","Demanda em evolução: há 1065 chats analisados, 226 leads na campanha Meta, Google Ads ativo desde 22/07 e criativos com modelos vencedores; ainda falta separar melhor origem, qualificação e jornada no Como CRM para medir demanda real por canal.","Qualidade melhorando: a reunião definiu estratégia de uso do CRM com três vendedores, organização por unidades, padronização de jornadas/etiquetas, uso de prova social, jingle, avaliações Google e análise dos criativos de melhor desempenho; ainda há dependência de governança comercial.","Relacionamento com cobrança, mas colaborativo: o cliente expôs insatisfação com a comunicação inicial do CRM, Marcos e Deyvid reconheceram a falha e alinharam solução; a conversa avançou para expansão, dados, vendas, marca e próximos passos sem ruptura.","Resultado em recuperação: o cliente relatou venda de quatro unidades Big Three em dois dias e campanhas com tração inicial, mas a leitura ainda depende de CRM, etiquetagem, indicadores financeiros e atribuição confiável para comprovar impacto recorrente.",,,,,,https://app.pipefy.com/open-cards/1360145843,,Moto Chefe | Growth Pack,,,,2,,FALSE,Muito Desapontado,Inside Sales,2.0,3.0,3.0,3.0,3.0,8.0,,,,,,74.0,,,,TRUE,,0,"3 avaliações válidas (24/07/2026; 28/07/2026; 05/08/2026). Notas M/A/Q/Rel/Res: 2/1/2/3/1 -> 3/2/2/3/1 -> 3/2/3/3/3. Demanda, qualidade e resultado entram em recuperação com CRM, leads e vendas pontuais, mas implementação/dados ainda impedem confiança plena. Tendência: melhorando com atenção operacional | 🟡 AMARELO histórico em recuperação | confiança média.",,,Automotivo,,V1,Não,MEDIUM,
monsters-sa,BRUT ROSÉ & GARDEN,Marcos Cardozo,,,,Sim,Porto Alegre/RS,Willian Garghetti,,,,,,,,,Aviso Prévio,2026-05-22,2026-01-21,2026-05-29,,,FALSE,TRUE,4000.0,⚫ CRITICAL,,1500.0,Arthur Souza,5.0,,,,,,"R$ 3.000,00",,,,,https://app.pipefy.com/open-cards/1360145843,,Brut Rose | GrowthPack,,,,6,1500.0,FALSE,,Inside Sales,,,,,,,,,,,,,,,,FALSE,,0,,,,Restaurante,,V2,Não,,
